kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA,2.0,UNIT,2020
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,3.0,UNIT,2020
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,60.0,UNIT,2020
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,54.0,UNIT,2020
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,5.0,UNIT,2020
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,OBAT-OBATAN,1.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,AGRIBISNIS,0.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,0.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,BATIK,2.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,BORDIR,0.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,CRAFT,13.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,DEKORASI,1.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,MEBEL,,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,FASHION,8.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,8.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,JASA,3.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,51.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,KULINER,3.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,43.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,6.0,UNIT,2020
32,JAWA BARAT,3271,KOTA BOGOR,OBAT-OBATAN,0.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,AGRIBISNIS,5.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,1.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,0.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,0.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,18.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,DEKORASI,,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,MEBEL,,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,8.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,INDUSTRI,5.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,JASA,7.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,3.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,28.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,82.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,10.0,UNIT,2020
32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,0.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,0.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,1.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,BATIK,0.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,0.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,39.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,DEKORASI,1.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,MEBEL,,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,146.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,INDUSTRI,6.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,JASA,15.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,4.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,201.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,5.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,3.0,UNIT,2020
32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,1.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,AGRIBISNIS,1.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,0.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,BATIK,2.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,BORDIR,0.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,CRAFT,12.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,DEKORASI,,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,MEBEL,2.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,FASHION,12.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,INDUSTRI,10.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,JASA,6.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,1.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,KULINER,2.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,148.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,13.0,UNIT,2020
32,JAWA BARAT,3274,KOTA CIREBON,OBAT-OBATAN,1.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,4.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,3.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,BATIK,2.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,BORDIR,0.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,CRAFT,11.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,DEKORASI,,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,MEBEL,,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,FASHION,12.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,2.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,JASA,13.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,6.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,KULINER,19.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,45.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,9.0,UNIT,2020
32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,0.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,AGRIBISNIS,0.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,0.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,BATIK,0.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,BORDIR,0.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,CRAFT,11.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,DEKORASI,,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,MEBEL,,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,FASHION,8.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,INDUSTRI,4.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,JASA,1.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,0.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,KULINER,101.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,21.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,1.0,UNIT,2020
32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,0.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,0.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,0.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,BATIK,0.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,0.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,18.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,DEKORASI,,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,MEBEL,,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,42.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,0.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,JASA,0.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,0.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,55.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,68.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,0.0,UNIT,2020
32,JAWA BARAT,3277,KOTA CIMAHI,OBAT-OBATAN,1.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,AGRIBISNIS,2.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,0.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,0.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,0.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,22.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEKORASI,,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,MEBEL,,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,22.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,INDUSTRI,2.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA,1.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,36.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,40.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,55.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,9.0,UNIT,2020
32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,2.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,2.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,0.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,BATIK,0.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,BORDIR,1.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,CRAFT,8.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,DEKORASI,1.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,MEBEL,3.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,FASHION,6.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,8.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,JASA,12.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,4.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,KULINER,48.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,36.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,10.0,UNIT,2020
32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,1.0,UNIT,2020
32,JAWA BARAT,3201,KABUPATEN BOGOR,AGRIBISNIS,7.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,CRAFT,37.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,DEKORASI,37.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,35.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,INDUSTRI,16.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,JASA,1.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,KONVEKSI,1.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,52.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN,104.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,MINUMAN,14.0,UNIT,2021
32,JAWA BARAT,3201,KABUPATEN BOGOR,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AGRIBISNIS,5.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,4.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BORDIR,1.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CRAFT,29.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,18.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,INDUSTRI,15.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA,3.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONVEKSI,21.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,42.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,77.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,9.0,UNIT,2021
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,AGRIBISNIS,7.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,1.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,1.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,11.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,DEKORASI,1.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,MEBEL,1.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,18.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,INDUSTRI,2.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA,11.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,11.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,20.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,104.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,21.0,UNIT,2021
32,JAWA BARAT,3203,KABUPATEN CIANJUR,OBAT-OBATAN,4.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,AGRIBISNIS,7.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,1.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,22.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,DEKORASI,1.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,30.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,INDUSTRI,10.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA,4.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,4.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,20.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,104.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,12.0,UNIT,2021
32,JAWA BARAT,3204,KABUPATEN BANDUNG,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,AGRIBISNIS,7.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,8.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,2.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,18.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,MEBEL,1.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,36.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,INDUSTRI,9.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,JASA,7.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,KONVEKSI,7.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,44.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,98.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,12.0,UNIT,2021
32,JAWA BARAT,3205,KABUPATEN GARUT,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AGRIBISNIS,5.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BATIK,1.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CRAFT,25.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,2.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,INDUSTRI,6.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA,2.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONVEKSI,21.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,25.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN,105.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MINUMAN,15.0,UNIT,2021
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,OBAT-OBATAN,1.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,AGRIBISNIS,7.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,AKSESORIS,1.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,CRAFT,3.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,3.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,INDUSTRI,1.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA,4.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,KONVEKSI,2.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,KULINER,20.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN,98.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,MINUMAN,9.0,UNIT,2021
32,JAWA BARAT,3207,KABUPATEN CIAMIS,OBAT-OBATAN,1.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AGRIBISNIS,1.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,CRAFT,3.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASHION,2.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,INDUSTRI,0.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA,4.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONVEKSI,2.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KULINER,75.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN,63.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MINUMAN,15.0,UNIT,2021
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,AGRIBISNIS,14.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,AKSESORIS,1.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,CRAFT,25.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,23.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,INDUSTRI,9.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,JASA,3.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,KONVEKSI,5.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,49.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,63.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,MINUMAN,11.0,UNIT,2021
32,JAWA BARAT,3209,KABUPATEN CIREBON,OBAT-OBATAN,1.0,UNIT,2021
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AGRIBISNIS,10.0,UNIT,2021
